timestamp,exchange,open_price,base_strike,expiry_1_date,expiry_2_date,expiry_3_date,expiry_4_date,expiry_5_date,total_oi_call_all_expiries,total_oi_put_all_expiries,total_oi_change_call_all_expiries,total_oi_change_put_all_expiries,total_volume_call_all_expiries,total_volume_put_all_expiries,avg_iv_call_all_expiries,avg_iv_put_all_expiries,created_at,pc_oi_ratio,pc_volume_ratio,oi_change_diff_put_call,pc_oi_change_ratio,total_oi_all,total_oi_change_all,total_volume_all,iv_skew,iv_diff_put_call,sentiment_score_oi_change,oi_change_diff_ma5,oi_change_diff_ma15,oi_change_diff_ma30,total_oi_change_ma5,volume_ma5,trend_direction,is_turning_point,is_volume_spike,sentiment_label,prediction_signal,prev_oi_change_diff,prev_total_oi_change,prev_volume,oi_change_diff_std30
2025-12-19 09:49:00,NSE,25911.5,25900,2025-12-23,2025-12-30,2026-01-06,2026-01-13,2026-01-20,12135415,24016760,-696745,238835,1573295,2740305,8.856,9.409999999999998,2025-12-20 01:32:00,1.9790637567812885,1.7417617166519948,935580,0.34278681583649684,36152175,-457910,4313600,1.0625564588979222,0.5539999999999985,100,244912,729400.3333333334,594067.25,-3412,3325568,BEARISH_CONTINUE,t,f,STRONG_BEARISH,NEUTRAL_PREDICT,65,65,4021435,2085217.49
2025-12-19 09:48:00,NSE,25911.5,25900,2025-12-23,2025-12-30,2026-01-06,2026-01-13,2026-01-20,12832160,23777925,0,65,1971155,2050280,8.838,9.4475,2025-12-20 01:31:59,1.8529947413373897,1.040141439917206,65,,36610085,65,4021435,1.0689635664177417,0.6095000000000006,50.325,219217,772402,576092.8947368421,223083,2838077,BEARISH_CONTINUE,f,f,NEUTRAL,NEUTRAL_PREDICT,287290,442020,3964105,2140764.90
2025-12-19 09:46:00,NSE,25911.5,25900,2025-12-23,2025-12-30,2026-01-06,2026-01-13,2026-01-20,12832160,23777860,77365,364655,1889750,2074355,8.596,9.585,2025-12-20 01:31:57,1.8529896759392028,1.0976875248048683,287290,4.713436308408195,36610020,442020,3964105,1.1150535132619823,0.9890000000000008,100,329855,1049579,608094.4444444445,265903,2550306,BEARISH_CONTINUE,f,f,STRONG_BEARISH,BEARISH_PREDICT,195,195,2782410,2198147.57
2025-12-19 09:45:00,NSE,25911.5,25900,2025-12-23,2025-12-30,2026-01-06,2026-01-13,2026-01-20,12754795,23413205,0,195,1396150,1386260,8.594,9.5775,2025-12-20 01:31:56,1.8356394595130694,0.9929162339290191,195,,36168000,195,2782410,1.1144403071910636,0.9835000000000012,50.975,272540,1030422,626965.2941176471,177642,2184361,BEARISH_CONTINUE,t,f,NEUTRAL,NEUTRAL_PREDICT,1430,-1430,1546290,2264295.24
2025-12-19 09:44:00,NSE,25911.5,25900,2025-12-23,2025-12-30,2026-01-06,2026-01-13,2026-01-20,12754795,23413010,-1430,0,636055,910235,8.716,9.515,2025-12-20 01:31:55,1.8356241711450478,1.431063351439734,1430,0,36167805,-1430,1546290,1.091670491050941,0.7990000000000013,57.15,419181,1166943.6666666667,666138.4375,299199,2007900,BEARISH_CONTINUE,t,f,NEUTRAL,NEUTRAL_PREDICT,807105,674565,1876145,2332597.03
2025-12-19 09:43:00,NSE,25911.5,25900,2025-12-23,2025-12-30,2026-01-06,2026-01-13,2026-01-20,12756225,23413010,-66270,740835,751865,1124280,8.59,9.5475,2025-12-20 01:31:54,1.835418393764613,1.4953216335379356,807105,11.179040289723856,36169235,674565,1876145,1.1114668218859138,0.9574999999999996,100,662983,710452.3333333334,710452.3333333334,524839,2435970,BEARISH_CONTINUE,f,f,STRONG_BEARISH,BEARISH_PREDICT,553255,214165,2582580,2407485.95
2025-12-19 09:40:00,NSE,25911.5,25900,2025-12-23,2025-12-30,2026-01-06,2026-01-13,2026-01-20,12822495,22672175,-169545,383710,1340790,1241790,8.628000000000002,9.5675,2025-12-20 01:31:52,1.768156275358267,0.9261629337927639,553255,2.263174968297502,35494670,214165,2582580,1.108889661566991,0.9394999999999989,100,501549,703548.5714285715,703548.5714285715,389939,2487832,BEARISH_CONTINUE,f,f,STRONG_BEARISH,BEARISH_PREDICT,715,715,2134380,2498212.15
2025-12-19 09:38:00,NSE,25911.5,25900,2025-12-23,2025-12-30,2026-01-06,2026-01-13,2026-01-20,12992040,22288465,0,715,1097590,1036790,8.732,9.504999999999999,2025-12-20 01:31:50,1.7155477507766295,0.9446059093103982,715,,35280505,715,2134380,1.0885249656436098,0.7729999999999997,53.575,960429,715109.6153846154,715109.6153846154,433441,2628294,BEARISH_CONTINUE,f,f,NEUTRAL,NEUTRAL_PREDICT,733400,607980,1900105,2599831.82
2025-12-19 09:37:00,NSE,25911.5,25900,2025-12-23,2025-12-30,2026-01-06,2026-01-13,2026-01-20,12992040,22287750,-62710,670690,1041650,858455,8.71,9.495000000000001,2025-12-20 01:31:49,1.715492717079073,0.8241299860797773,733400,10.695104449051188,35279790,607980,1900105,1.090126291618829,0.7850000000000001,100,1219876,774642.5,774642.5,708334,3204830,BEARISH_CONTINUE,f,f,STRONG_BEARISH,NEUTRAL_PREDICT,1220440,1126770,3686640,2706164.95
2025-12-19 09:34:00,NSE,25911.5,25900,2025-12-23,2025-12-30,2026-01-06,2026-01-13,2026-01-20,13054750,21617060,-46835,1173605,1846550,1840090,8.676,9.525,2025-12-20 01:31:46,1.6558769796434247,0.9965015840350925,1220440,25.058289740578626,34671810,1126770,3686640,1.097856154910097,0.8490000000000002,100,1073170,778391.8181818182,778391.8181818182,586764,3481647,BEARISH_TURN,f,f,STRONG_BEARISH,NEUTRAL_PREDICT,-65,65,2135455,2838217.06
2025-12-19 09:33:00,NSE,25911.5,25900,2025-12-23,2025-12-30,2026-01-06,2026-01-13,2026-01-20,13101585,20443455,65,0,1098155,1037300,8.669999999999998,9.4925,2025-12-20 01:31:46,1.5603802898656918,0.9445843255278171,-65,0,33545040,65,2135455,1.0948673587081894,0.8225000000000016,49.675,1280306,734187,734187,673152,3318794,BULLISH_TURN,f,f,NEUTRAL,NEUTRAL_PREDICT,2847655,431675,3284890,2987749.31
2025-12-19 09:31:00,NSE,25911.5,25900,2025-12-23,2025-12-30,2026-01-06,2026-01-13,2026-01-20,13101520,20443455,-1207990,1639665,1665505,1619385,8.430000000000001,9.615,2025-12-20 01:31:44,1.5603880313123974,0.9723086991633169,2847655,1.3573498124984478,33544975,431675,3284890,1.1405693950177933,1.1849999999999987,100,1596440,815770.5555555555,815770.5555555555,1380474,3907482,BEARISH_CONTINUE,f,f,STRONG_BEARISH,BEARISH_PREDICT,1297950,1375180,5017060,3157150.31
2025-12-19 09:28:00,NSE,25911.5,25900,2025-12-23,2025-12-30,2026-01-06,2026-01-13,2026-01-20,14309510,18803790,38615,1336565,2838470,2178590,8.588,9.44,2025-12-20 01:31:41,1.314076442869113,0.7675226442414399,1297950,34.61258578272692,33113300,1375180,5017060,1.0992081974848626,0.8520000000000003,100,1858453,561785,561785,2185099,4258564,BEARISH_TURN,f,f,STRONG_BEARISH,NEUTRAL_PREDICT,-130,130,3284190,3275366.08
2025-12-19 09:26:00,NSE,25911.5,25900,2025-12-23,2025-12-30,2026-01-06,2026-01-13,2026-01-20,14270895,17467225,130,0,1649860,1634330,8.544,9.5125,2025-12-20 01:31:39,1.223975440923642,0.9905870801158886,-130,0,31738120,130,3284190,1.1133544007490634,0.9684999999999988,49.35,1598850,456618.5714285714,456618.5714285714,1910076,4669509,BULLISH_TURN,f,f,NEUTRAL,NEUTRAL_PREDICT,2256120,1558710,2872375,3523180.43
2025-12-19 09:25:00,NSE,25911.5,25900,2025-12-23,2025-12-30,2026-01-06,2026-01-13,2026-01-20,14270765,17467225,-348705,1907415,1299570,1572805,8.568000000000001,9.455,2025-12-20 01:31:38,1.223986590767909,1.2102503135652563,2256120,5.469996128532714,31737990,1558710,2872375,1.1035247432306254,0.8869999999999987,100,2008480,532743.3333333334,532743.3333333334,2464024,6016694,BEARISH_CONTINUE,f,f,STRONG_BEARISH,BEARISH_PREDICT,1580605,3536675,5078895,3853139.31
2025-12-19 09:22:00,NSE,25911.5,25900,2025-12-23,2025-12-30,2026-01-06,2026-01-13,2026-01-20,14619470,15559810,978035,2558640,2764045,2314850,8.492,9.5425,2025-12-20 01:31:36,1.06432107319896,0.8374863650917406,1580605,2.6161026957112985,30179280,3536675,5078895,1.1237046632124352,1.0504999999999995,100,188068,188068,188068,6035856,7825789,BEARISH_CONTINUE,f,f,STRONG_BEARISH,NEUTRAL_PREDICT,4157720,4454800,5040300,4203254.11
2025-12-19 09:19:00,NSE,25911.5,25900,2025-12-23,2025-12-30,2026-01-06,2026-01-13,2026-01-20,13641435,13001170,148540,4306260,2308790,2731510,8.634,9.49,2025-12-20 01:31:33,0.9530646885756521,1.1830915761069651,4157720,28.99057492931197,26642605,4454800,5040300,1.099142923326384,0.8559999999999999,100,-160066.25,-160066.25,-160066.25,6660651.25,8512512.5,BEARISH_TURN,f,f,STRONG_BEARISH,NEUTRAL_PREDICT,-65,65,7071785,4769536.36
2025-12-19 09:18:00,NSE,25911.5,25900,2025-12-23,2025-12-30,2026-01-06,2026-01-13,2026-01-20,13492895,8694910,65,0,3949460,3122325,8.569999999999999,9.5475,2025-12-20 01:31:32,0.6444065561912399,0.7905701032546222,-65,0,22187805,65,7071785,1.1140606767794634,0.9775000000000009,49.675,-1599328.3333333333,-1599328.3333333333,-1599328.3333333333,7395935,9669916.666666666,BULLISH_TURN,f,f,NEUTRAL,NEUTRAL_PREDICT,2048020,2769870,10020115,4657667.18
2025-12-19 09:16:00,NSE,25911.5,25900,2025-12-23,2025-12-30,2026-01-06,2026-01-13,2026-01-20,13492830,8694910,360925,2408945,5644475,4375640,8.402000000000001,9.5325,2025-12-20 01:31:31,0.6444096605382266,0.7752076145257087,2048020,6.674364480155157,22187740,2769870,10020115,1.1345512973101641,1.1304999999999996,100,-2398960,-2398960,-2398960,11093870,10968982.5,BEARISH_TURN,f,f,STRONG_BEARISH,NEUTRAL_PREDICT,-6845940,19417870,11917850,6288979.43
2025-12-19 09:15:00,NSE,25911.5,25900,2025-12-23,2025-12-30,2026-01-06,2026-01-13,2026-01-20,13131905,6285965,13131905,6285965,6963715,4954135,8.362,9.594999999999999,2025-12-20 01:31:30,0.47867883601046457,0.7114212744203345,-6845940,0.47867883601046457,19417870,19417870,11917850,1.1474527624970101,1.2329999999999988,0,-6845940,-6845940,-6845940,19417870,11917850,,f,f,STRONG_BULLISH,NEUTRAL_PREDICT,,,,0.00
2025-12-18 15:30:00,NSE,25764.7,25750,2025-12-23,2025-12-30,2026-01-06,2026-01-13,2026-01-20,1575560,4348895,-120375,-512325,168785,690270,9.247499999999999,9.8275,2025-12-20 01:31:28,2.7602217624209806,4.089640667120894,-391950,-4.25607476635514,5924455,-632700,859055,1.0627196539605301,0.5800000000000018,0,-185888,-108262.33333333333,-60297.666666666664,-299088,599011,BULLISH_CONTINUE,f,f,STRONG_BULLISH,NEUTRAL_PREDICT,-391950,-632700,859055,124039.91
2025-12-18 15:29:00,NSE,25764.7,25750,2025-12-23,2025-12-30,2026-01-06,2026-01-13,2026-01-20,1575560,4348895,-120375,-512325,168785,690270,9.247499999999999,9.8275,2025-12-20 01:31:27,2.7602217624209806,4.089640667120894,-391950,-4.25607476635514,5924455,-632700,859055,1.0627196539605301,0.5800000000000018,0,-139103,-77952.33333333333,-47221.833333333336,-229923,491068,BULLISH_CONTINUE,t,f,STRONG_BULLISH,NEUTRAL_PREDICT,-715,715,439400,107437.80
2025-12-18 15:27:00,NSE,25764.7,25750,2025-12-23,2025-12-30,2026-01-06,2026-01-13,2026-01-20,1695935,4861220,715,0,90140,349260,9.0475,9.8775,2025-12-20 01:31:26,2.8663952333078804,3.8746394497448415,-715,0,6557155,715,439400,1.0917380491848576,0.8300000000000001,46.425,-60661,-51800.666666666664,-37021.833333333336,-103435,389170,BULLISH_CONTINUE,t,f,NEUTRAL,NEUTRAL_PREDICT,-144760,-230690,385340,85960.04
2025-12-18 15:26:00,NSE,25764.7,25750,2025-12-23,2025-12-30,2026-01-06,2026-01-13,2026-01-20,1695220,4861220,-42965,-187725,57515,327825,9.120000000000001,9.7775,2025-12-20 01:31:25,2.8676042047639836,5.699817438928975,-144760,-4.369254043989294,6556440,-230690,385340,1.0720942982456139,0.6574999999999989,0,-105717,-47626.333333333336,-37786.833333333336,-164947,397926,BULLISH_CONTINUE,f,f,STRONG_BULLISH,NEUTRAL_PREDICT,-65,-65,452205,85727.60
2025-12-18 15:25:00,NSE,25764.7,25750,2025-12-23,2025-12-30,2026-01-06,2026-01-13,2026-01-20,1738185,5048945,0,-65,96225,355980,9.0475,9.787500000000001,2025-12-20 01:31:24,2.9047224547444603,3.6994544037412314,-65,,6787130,-65,452205,1.0817905498756566,0.740000000000002,49.675,-76701,-37954,-32944.166666666664,-118899,387058,BULLISH_CONTINUE,f,f,NEUTRAL,NEUTRAL_PREDICT,-158025,-286875,319340,83552.17
2025-12-18 15:23:00,NSE,25764.7,25750,2025-12-23,2025-12-30,2026-01-06,2026-01-13,2026-01-20,1738185,5049010,-64425,-222450,55200,264140,9.105,9.747499999999999,2025-12-20 01:31:22,2.9047598500734964,4.785144927536232,-158025,-3.4528521536670547,6787195,-286875,319340,1.0705656232839098,0.6424999999999983,0,-116408,-34702.666666666664,-28842.333333333332,-197126,377120,BULLISH_TURN,f,f,STRONG_BULLISH,NEUTRAL_PREDICT,260,-260,349565,88117.81
2025-12-18 15:22:00,NSE,25764.7,25750,2025-12-23,2025-12-30,2026-01-06,2026-01-13,2026-01-20,1802610,5271460,-260,0,70115,279450,9.2,9.6825,2025-12-20 01:31:22,2.924348583442897,3.9855950937745135,260,0,7074070,-260,349565,1.052445652173913,0.48249999999999993,51.3,-84855,-24267.333333333332,-12742.333333333334,-139699,484002,BEARISH_TURN,f,f,NEUTRAL,NEUTRAL_PREDICT,-225995,-306845,483180,106009.10
2025-12-18 15:20:00,NSE,25764.7,25750,2025-12-23,2025-12-30,2026-01-06,2026-01-13,2026-01-20,1802870,5271460,-40425,-266420,104610,378570,9.095,9.78,2025-12-20 01:31:20,2.923926849966997,3.6188700889016348,-225995,-6.59047619047619,7074330,-306845,483180,1.0753161077515117,0.6849999999999987,0,-103867,-14089.666666666666,-13546.833333333334,-183147,508217,BULLISH_TURN,f,f,STRONG_BULLISH,NEUTRAL_PREDICT,320,-450,331000,105998.60
2025-12-18 15:18:00,NSE,25764.7,25750,2025-12-23,2025-12-30,2026-01-06,2026-01-13,2026-01-20,1843295,5537880,-385,-65,54880,276120,9.205,9.605,2025-12-20 01:31:18,3.0043373415541192,5.03134110787172,320,-0.16883116883116883,7381175,-450,331000,1.0434546442151005,0.40000000000000036,51.6,-58356,950.6666666666666,-6039.666666666667,-122090,484529,BEARISH_TURN,f,f,NEUTRAL,NEUTRAL_PREDICT,-198600,-391200,402515,98115.59
2025-12-18 15:17:00,NSE,25764.7,25750,2025-12-23,2025-12-30,2026-01-06,2026-01-13,2026-01-20,1843680,5537945,-96300,-294900,72150,330365,9.2825,9.6125,2025-12-20 01:31:18,3.0037452269374296,4.578863478863479,-198600,-3.0623052959501558,7381625,-391200,402515,1.0355507675733908,0.33000000000000007,0,-62224,-5760.666666666667,-11332.5,-149654,517588,BULLISH_CONTINUE,t,f,STRONG_BULLISH,NEUTRAL_PREDICT,-260,260,853750,101967.89
2025-12-18 15:15:00,NSE,25764.7,25750,2025-12-23,2025-12-30,2026-01-06,2026-01-13,2026-01-20,1939980,5832845,260,0,219880,633870,9.2025,9.629999999999999,2025-12-20 01:31:16,3.0066521304343343,2.882799708932145,-260,0,7772825,260,853750,1.0464547677261613,0.42749999999999844,48.7,-22491,7488,-18181.166666666668,-71427,497996,BULLISH_CONTINUE,t,f,NEUTRAL,NEUTRAL_PREDICT,-94800,-217500,470640,120241.81
2025-12-18 15:14:00,NSE,25764.7,25750,2025-12-23,2025-12-30,2026-01-06,2026-01-13,2026-01-20,1939720,5832845,-61350,-156150,101670,368970,9.08,9.625000000000002,2025-12-20 01:31:15,3.007055141979255,3.629094128061375,-94800,-2.545232273838631,7772565,-217500,470640,1.0600220264317182,0.5450000000000017,0,-9899,-2610,-19801.5,-82099,382116,BULLISH_TURN,f,f,STRONG_BULLISH,NEUTRAL_PREDICT,1560,-1560,364740,120319.48
2025-12-18 15:12:00,NSE,25764.7,25750,2025-12-23,2025-12-30,2026-01-06,2026-01-13,2026-01-20,2001070,5988995,-1560,0,106900,257840,9.215,9.495,2025-12-20 01:31:14,2.9928963004792437,2.4119738072965387,1560,0,7990065,-1560,364740,1.0303852414541508,0.27999999999999936,57.8,9126,3627.6666666666665,-16648,-38534,443247,BEARISH_TURN,f,f,NEUTRAL,NEUTRAL_PREDICT,-19020,-138270,496295,119523.17
2025-12-18 15:11:00,NSE,25764.7,25750,2025-12-23,2025-12-30,2026-01-06,2026-01-13,2026-01-20,2002630,5988995,-59625,-78645,196530,299765,9.232500000000002,9.497499999999999,2025-12-20 01:31:13,2.9905649071471014,1.5252887599857528,-19020,-1.318993710691824,7991625,-138270,496295,1.028702951529921,0.264999999999997,0,21194,-7491.333333333333,-17310.5,-61162,492428,BULLISH_TURN,f,f,NEUTRAL,NEUTRAL_PREDICT,65,-65,304555,119473.84
2025-12-18 15:09:00,NSE,25764.7,25750,2025-12-23,2025-12-30,2026-01-06,2026-01-13,2026-01-20,2062255,6067640,-65,0,108355,196200,9.39,9.39,2025-12-20 01:31:11,2.9422355625274275,1.810714780120899,65,0,8129895,-65,304555,1,0,50.325,25063,-6253.666666666667,-20546.833333333332,-33443,519742,BEARISH_CONTINUE,f,f,NEUTRAL,NEUTRAL_PREDICT,62700,-53100,274350,120829.05
2025-12-18 15:08:00,NSE,25764.7,25750,2025-12-23,2025-12-30,2026-01-06,2026-01-13,2026-01-20,2062320,6067640,-57900,4800,77775,196575,9.3675,9.3975,2025-12-20 01:31:10,2.942142829434811,2.5274831243972997,62700,0.08290155440414508,8129960,-53100,274350,1.0032025620496399,0.030000000000001137,100,34791,-12333,-25043.833333333332,-56011,605339,BEARISH_CONTINUE,t,f,STRONG_BEARISH,NEUTRAL_PREDICT,325,325,776295,122533.98
2025-12-18 15:06:00,NSE,25764.7,25750,2025-12-23,2025-12-30,2026-01-06,2026-01-13,2026-01-20,2120220,6062840,0,325,257765,518530,9.4925,9.285,2025-12-20 01:31:09,2.859533444642537,2.0116385079432817,325,,8183060,325,776295,0.9781406373452727,-0.20749999999999957,51.625,21952,-16491.333333333332,-27136,-45274,788606,BEARISH_CONTINUE,t,f,NEUTRAL,NEUTRAL_PREDICT,61900,-114700,610645,121515.76
2025-12-18 15:05:00,NSE,25764.7,25750,2025-12-23,2025-12-30,2026-01-06,2026-01-13,2026-01-20,2120220,6062515,-88300,-26400,191210,419435,9.04,9.5425,2025-12-20 01:31:08,2.85938015866278,2.1935829716019035,61900,-0.29898074745186864,8182735,-114700,610645,1.055586283185841,0.5025000000000013,100,52472,-22243,-27125.166666666668,-35754,761612,BEARISH_CONTINUE,t,f,STRONG_BEARISH,NEUTRAL_PREDICT,325,325,632865,121518.31
2025-12-18 15:04:00,NSE,25764.7,25750,2025-12-23,2025-12-30,2026-01-06,2026-01-13,2026-01-20,2208520,6088915,0,325,254925,377940,9.059999999999999,9.530000000000001,2025-12-20 01:31:07,2.7570114828029633,1.48255369226243,325,,8297435,325,632865,1.0518763796909496,0.4700000000000024,51.625,40014,-27947.333333333332,-44941,-12892,794632,BEARISH_CONTINUE,t,f,NEUTRAL,NEUTRAL_PREDICT,48705,-112905,732540,144939.02
2025-12-18 15:02:00,NSE,25764.7,25750,2025-12-23,2025-12-30,2026-01-06,2026-01-13,2026-01-20,2208520,6088590,-80805,-32100,248210,484330,9.2675,9.432500000000001,2025-12-20 01:31:05,2.756864325430605,1.951291245316466,48705,-0.3972526452571004,8297110,-112905,732540,1.0178041543026708,0.16500000000000092,100,19879,-27934.333333333332,-44932.333333333336,-2787,832422,BEARISH_TURN,t,f,BEARISH,NEUTRAL_PREDICT,-1495,585,1190685,144941.82
2025-12-18 15:00:00,NSE,25764.7,25750,2025-12-23,2025-12-30,2026-01-06,2026-01-13,2026-01-20,2289325,6120690,1040,-455,374990,815695,9.5275,9.3525,2025-12-20 01:31:04,2.6735784565319474,2.175244673191285,-1495,-0.4375,8410015,585,1190685,0.9816321175544476,-0.1750000000000007,42.525,10164,-22982,-55996,19768,941800,BULLISH_TURN,f,f,NEUTRAL,NEUTRAL_PREDICT,152925,47925,641325,150122.89
2025-12-18 14:59:00,NSE,25764.7,25750,2025-12-23,2025-12-30,2026-01-06,2026-01-13,2026-01-20,2288285,6121145,-52500,100425,188625,452700,9.835,9.184999999999999,2025-12-20 01:31:03,2.6749924069772777,2.4,152925,1.9128571428571428,8409430,47925,641325,0.9339095068632433,-0.6500000000000021,100,-19883,-1217.3333333333333,-55941.833333333336,6855,921181,BEARISH_TURN,t,f,STRONG_BEARISH,NEUTRAL_PREDICT,-390,-390,775745,150143.53
2025-12-18 14:57:00,NSE,25764.7,25750,2025-12-23,2025-12-30,2026-01-06,2026-01-13,2026-01-20,2340785,6020720,0,-390,242015,533730,9.685,9.2375,2025-12-20 01:31:01,2.5720944042276415,2.2053591719521517,-390,,8361505,-390,775745,0.953794527620031,-0.4474999999999998,48.05,-50715,-13004,-70171.83333333333,-2561,930902,BULLISH_CONTINUE,t,f,NEUTRAL,NEUTRAL_PREDICT,-100350,50850,821815,149895.09
2025-12-18 14:56:00,NSE,25764.7,25750,2025-12-23,2025-12-30,2026-01-06,2026-01-13,2026-01-20,2340785,6021110,75600,-24750,287435,534380,9.3825,9.455,2025-12-20 01:31:00,2.5722610150013776,1.8591333692834902,-100350,-0.3273809523809524,8361895,50850,821815,1.0077271516120436,0.07249999999999979,0,-83682,-13030,-73303.83333333333,-17168,924518,BULLISH_TURN,t,f,STRONG_BULLISH,NEUTRAL_PREDICT,130,-130,1279430,149367.45
2025-12-18 14:54:00,NSE,25764.7,25750,2025-12-23,2025-12-30,2026-01-06,2026-01-13,2026-01-20,2265185,6045860,-130,0,417580,861850,9.5775,9.2825,2025-12-20 01:30:59,2.6690358624130037,2.0639158963551893,130,0,8311045,-130,1279430,0.9691986426520491,-0.29499999999999993,50.65,-63703,-16904.333333333332,-73579.16666666667,-27403,874053,BEARISH_TURN,f,f,NEUTRAL,NEUTRAL_PREDICT,-151730,-63980,1087590,149426.62
2025-12-18 14:53:00,NSE,25764.7,25750,2025-12-23,2025-12-30,2026-01-06,2026-01-13,2026-01-20,2265315,6045860,43875,-107855,236855,850735,9.9375,9.07,2025-12-20 01:30:58,2.6688826940182713,3.5917966688480294,-151730,-2.4582336182336184,8311175,-63980,1087590,0.9127044025157233,-0.8674999999999997,0,-81954,-43850.333333333336,-73583.83333333333,-42272,701323,BULLISH_CONTINUE,t,f,STRONG_BULLISH,NEUTRAL_PREDICT,-1235,845,689930,149424.25
2025-12-18 14:51:00,NSE,25764.7,25750,2025-12-23,2025-12-30,2026-01-06,2026-01-13,2026-01-20,2221440,6153715,1040,-195,157290,532640,9.817499999999999,9.1975,2025-12-20 01:30:56,2.770146841688274,3.386356411723568,-1235,-0.1875,8375155,845,689930,0.936847466259231,-0.6199999999999992,43.825,-51543,-36993,-71686.16666666667,-29437,588460,BULLISH_CONTINUE,t,f,NEUTRAL,NEUTRAL_PREDICT,-165225,-73425,743825,148757.59
2025-12-18 14:50:00,NSE,25764.7,25750,2025-12-23,2025-12-30,2026-01-06,2026-01-13,2026-01-20,2220400,6153910,45900,-119325,165225,578600,9.895,9.1475,2025-12-20 01:30:55,2.771532156368222,3.5018913602663035,-165225,-2.599673202614379,8374310,-73425,743825,0.924456796361799,-0.7474999999999987,0,-68486,-36923.666666666664,-71642.83333333333,-33056,537449,BULLISH_CONTINUE,f,f,STRONG_BULLISH,NEUTRAL_PREDICT,-455,-325,569490,148779.01
2025-12-18 14:48:00,NSE,25764.7,25750,2025-12-23,2025-12-30,2026-01-06,2026-01-13,2026-01-20,2174500,6273235,65,-390,144750,424740,9.68,9.32,2025-12-20 01:30:54,2.8849091745228788,2.934300518134715,-455,-6,8447735,-325,569490,0.9628099173553719,-0.35999999999999943,47.725,-40174,-27129.666666666668,-64255.333333333336,-3644,527137,BULLISH_CONTINUE,f,f,NEUTRAL,NEUTRAL_PREDICT,-91125,-74475,415780,149472.72
2025-12-18 14:47:00,NSE,25764.7,25750,2025-12-23,2025-12-30,2026-01-06,2026-01-13,2026-01-20,2174435,6273625,8325,-82800,125155,290625,9.71,9.290000000000001,2025-12-20 01:30:53,2.885174769537834,2.322120570492589,-91125,-9.945945945945946,8448060,-74475,415780,0.956745623069001,-0.41999999999999993,0,-39979,-34840,-66905.16666666667,-3475,545985,BULLISH_TURN,t,f,STRONG_BULLISH,NEUTRAL_PREDICT,325,195,523275,149006.58
2025-12-18 14:45:00,NSE,25764.7,25750,2025-12-23,2025-12-30,2026-01-06,2026-01-13,2026-01-20,2166110,6356425,-65,260,139845,383430,9.6625,9.29,2025-12-20 01:30:51,2.9344885532129026,2.7418213021559583,325,4,8522535,195,523275,0.9614489003880983,-0.3725000000000005,51.625,2844,-37754.666666666664,-65780.16666666667,44958,554970,BEARISH_TURN,t,f,NEUTRAL,NEUTRAL_PREDICT,-85950,-17250,434875,148944.81
2025-12-18 14:44:00,NSE,25764.7,25750,2025-12-23,2025-12-30,2026-01-06,2026-01-13,2026-01-20,2166175,6356165,34350,-51600,110325,324550,9.74,9.337499999999999,2025-12-20 01:30:51,2.934280471337727,2.941762973034217,-85950,-1.502183406113537,8522340,-17250,434875,0.9586755646817247,-0.40250000000000163,0,67774,-37780.666666666664,-67136,75174,622943,BULLISH_CONTINUE,t,f,STRONG_BULLISH,NEUTRAL_PREDICT,-23665,73635,692265,148506.80
2025-12-18 14:41:00,NSE,25764.7,25750,2025-12-23,2025-12-30,2026-01-06,2026-01-13,2026-01-20,2131825,6407765,48650,24985,192955,499310,9.87,9.2575,2025-12-20 01:30:48,3.0057650135447327,2.587701795755487,-23665,0.5135662898252826,8539590,73635,692265,0.9379432624113476,-0.6124999999999989,0,80189,-32007.333333333332,-64264.5,44673,749303,BULLISH_TURN,f,f,BULLISH,NEUTRAL_PREDICT,520,520,663730,148962.61
2025-12-18 14:39:00,NSE,25764.7,25750,2025-12-23,2025-12-30,2026-01-06,2026-01-13,2026-01-20,2083175,6382780,0,520,116315,547415,9.61,9.395,2025-12-20 01:30:47,3.0639672615118747,4.706314748742638,520,,8465955,520,663730,0.977627471383975,-0.21499999999999986,52.6,84766,-61934.666666666664,-61360.333333333336,30102,874516,BEARISH_CONTINUE,f,f,NEUTRAL,NEUTRAL_PREDICT,122990,167690,460705,150621.49
2025-12-18 14:38:00,NSE,25764.7,25750,2025-12-23,2025-12-30,2026-01-06,2026-01-13,2026-01-20,2083175,6382260,22350,145340,78825,381880,9.6225,9.39,2025-12-20 01:30:46,3.063717642540833,4.84465588328576,122990,6.502908277404922,8465435,167690,460705,0.9758378799688231,-0.23249999999999993,100,52969,-61930.333333333336,-68750.16666666667,44295,855884,BEARISH_CONTINUE,f,f,STRONG_BEARISH,NEUTRAL_PREDICT,324975,151275,863140,152901.98
2025-12-18 14:35:00,NSE,25764.7,25750,2025-12-23,2025-12-30,2026-01-06,2026-01-13,2026-01-20,2060825,6236920,-86850,238125,185245,677895,9.42,9.4525,2025-12-20 01:30:43,3.0264190312132278,3.659450997327863,324975,2.7417962003454233,8297745,151275,863140,1.0034501061571126,0.03250000000000064,100,-52441,-89010,-79790.33333333333,-18503,960772,BEARISH_TURN,t,f,STRONG_BEARISH,NEUTRAL_PREDICT,-23875,-169755,1066675,150518.76
