timestamp,exchange,pcr_total_oi,pcr_itm_oi,pcr_total_volume,futures_premium,time_to_expiry_hours,vix,underlying_price,underlying_future_price,underlying_future_oi,total_itm_oi_ce,total_itm_oi_pe,atm_shift_intensity,itm_ce_breadth,itm_pe_breadth,percent_oichange_fut_3m,itm_oi_ce_pct_change_3m_wavg,itm_oi_pe_pct_change_3m_wavg,created_at,dealer_vanna_exposure,dealer_charm_exposure,net_gamma_exposure,gamma_flip_level,ce_volume_to_oi_ratio,pe_volume_to_oi_ratio,news_sentiment_score,sentiment_score_50,sentiment_score_100,trin_50,trin_100,oi_next_sentiment,nse_next_oi_call_total,nse_next_oi_put_total,nse_next_oi_change_call_total,nse_next_oi_change_put_total,nse_next_volume_call_total,nse_next_volume_put_total,nse_next_oi_change_diff_put_call,bse_sentiment_score_100,bse_sentiment_score_200,atm_iv,avg_ce_iv,avg_pe_iv,pcr_x_vix,ce_oi_spike,iv_momentum,oi_skewness,pe_oi_spike,atm_iv_spike,price_roc_5m,macro_trin_50,otm_pe_avg_iv,price_roc_15m,price_roc_30m,bid_ask_spread,macro_trin_100,oi_skewness_ce,oi_skewness_pe,oi_velocity_ce,oi_velocity_pe,price_zscore_5,depth_buy_total,otm_put_premium,price_zscore_10,price_zscore_20,price_zscore_30,realized_vol_5m,sentiment_score,volume_velocity,atm_iv_change_3m,atm_iv_change_5m,ce_oi_momentum_5,ce_pct_change_3m,depth_sell_total,pe_oi_momentum_5,pe_pct_change_3m,price_momentum_5,put_call_iv_skew,smart_money_flow,vix_contango_pct,vol_risk_premium,atm_iv_change_15m,block_trade_count,ce_oi_momentum_10,ce_oi_momentum_20,macro_crude_trend,macro_fii_dii_net,max_pain_distance,oi_pressure_ratio,oi_velocity_total,pe_oi_momentum_10,pe_oi_momentum_20,price_momentum_10,price_momentum_20,price_momentum_30,sentiment_trin_50,breadth_divergence,macro_usdinr_trend,sentiment_trin_100,theta_acceleration,itm_ce_iv_change_3m,itm_pe_iv_change_3m,macro_risk_on_score,order_flow_toxicity,volume_acceleration,bid_ask_bounce_score,eod_position_winding,iv_incline_direction,iv_incline_intensity,macro_banknifty_corr,order_book_imbalance,pin_risk_probability,sweep_order_detected,block_trade_imbalance,depth_imbalance_ratio,is_eod_winding_window,itm_oi_flow_direction,sentiment_ad_ratio_50,term_structure_spread,total_itm_oi_ce_ratio,total_itm_oi_pe_ratio,futures_premium_x_time,iv_spike_strikes_count,max_iv_strike_distance,oi_concentration_ratio,sentiment_ad_ratio_100,macro_sentiment_score_50,max_iv_pct_away_from_atm,oi_concentration_top3_ce,oi_concentration_top3_pe,sentiment_dii_net_crores,sentiment_fii_net_crores,itm_oi_bearish_divergence,itm_oi_bullish_divergence,macro_sentiment_score_100,oi_velocity_ce_per_minute,oi_velocity_pe_per_minute,sentiment_inst_net_crores,itm_volume_ce_pct_change_3m_wavg,itm_volume_pe_pct_change_3m_wavg,macro_bse_sentiment_score_100,macro_bse_sentiment_score_200,itm_dominance_signal,itm_divergence_strength,itm_dominance_ratio,is_post_1145,itm_dominance_signal_weighted,itm_volume_dominance_signal,itm_volume_divergence_strength,itm_combined_dominance_signal,itm_signal_agreement,itm_post_1145_enhanced_signal,itm_pe_vol_in_optimal_range,itm_pe_vol_warning,itm_ce_vol_in_optimal_range,itm_ce_vol_warning,itm_pe_delta_in_optimal_range,itm_ce_delta_in_optimal_range,itm_signals_agree,itm_combined_score,itm_bearish_signal,itm_bullish_signal,itm_divergence_ce_pe,itm_bearish_signal_strong,itm_bullish_signal_strong,itm_peak_bearish_signal,pcr_total_oi_zscore,hour,minute,time_to_close_hours,is_opening_hour,is_closing_hour,is_lunch_hour,sin_time,cos_time,target
2026-01-28 09:15:00+00:00,BSE,1.2896243877339642,1.0466896948762234,0.0,197.0399999999936,30.296719848333332,14.43,82253.77,82329.65,40580.0,1042200.0,1090860.0,0.0999160435997984,0.45454545454545453,0.45454545454545453,-11.242344706911636,0.0,0.0,2026-01-28 09:15:21+00:00,-50417232356.27365,-778944628453528.5,-2991173001809.8477,81950.0,0.0,0.0,,,,,,0.0,19661.0,47752.0,0.0,0.0,0.0,0.0,0.0,,,19.825000000000003,23.667272727272724,15.65090909090909,18.63507240275578,0.0,0.0,1.3735772638465567,0.0,0.0,0.5594154681195063,1.0,17.77,0.5594154681195063,0.5594154681195063,5.0,1.0,2.0735952608523673,0.6735592668407459,0.0,0.0,1.0954451150102513,0.0,-2.0550000000000033,1.8973665961008974,2.924038303442656,3.678767909685006,0.769069118276038,79.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005594154681195063,-8.016363636363634,0.0,0.0,13.680930881723961,0.0,0.0,0.0,0.0,0.0,0.0,-7.639999999999418,0.0,0.0,0.0,0.0,0.005594154681195063,0.005594154681195063,0.005594154681195063,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013953488372093023,0.0666180247490077,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.3482148226850831,0.28261939675943437,5969.665678915406,0.0,5.0,0.46175286014475836,3.9,50.0,27.36443883984866,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.4214607030967966,9,15,6.25,1,0,0,0.6593458151000686,-0.7518398074789776,1.0
2026-01-28 09:16:00+00:00,BSE,1.2896243877339642,1.0466896948762234,0.0,197.0399999999936,30.291878854722224,14.35,82294.61,82373.0,40580.0,1042200.0,1090860.0,0.0999160435997984,0.45454545454545453,0.45454545454545453,-11.242344706911636,0.0,0.0,2026-01-28 09:16:03+00:00,-50413619762.4621,-779078041340763.6,-2991192783079.2095,81950.0,0.0,0.0,,,,,,0.0,19661.0,47752.0,0.0,0.0,2910.0,37651.0,0.0,,,19.825000000000003,23.669999999999995,15.652727272727274,18.63507240275578,0.0,0.0,1.3735772638465567,0.0,0.0,0.5594154681195063,1.0,17.772,0.5594154681195063,0.5594154681195063,5.0,1.0,2.0735952608523673,0.6735592668407459,0.0,0.0,1.0954451150102513,0.0,-2.0530000000000044,1.8973665961008974,2.924038303442656,3.678767909685006,0.769069118276038,79.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005594154681195063,-8.01727272727272,0.0,0.0,13.680930881723961,0.0,0.0,0.0,0.0,0.0,0.0,-7.639999999999418,0.0,0.0,0.0,0.0,0.005594154681195063,0.005594154681195063,0.005594154681195063,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013953488372093023,0.0666180247490077,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.3482148226850831,0.28261939675943437,5968.711809534273,0.0,5.0,0.46175286014475836,3.9,50.0,27.36443883984866,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.4198497716089825,9,16,6.233333333333333,1,0,0,0.6560590289905073,-0.754709580222772,1.0
2026-01-28 09:17:00+00:00,BSE,1.2896243877339642,1.0466896948762234,0.0,197.0399999999936,30.28703777861111,14.4,82361.8,82089.4,40580.0,1042200.0,1090860.0,0.0999160435997984,0.45454545454545453,0.45454545454545453,-11.242344706911636,0.0,0.0,2026-01-28 09:17:03+00:00,-50411808373.25131,-779231297964630.8,-2991274507891.2646,81950.0,0.0,0.0,,,,,,0.0,19661.0,47752.0,0.0,0.0,2910.0,37651.0,0.0,,,19.83,23.672727272727272,15.653636363636364,18.63507240275578,0.0,0.0,1.3735772638465567,0.0,0.0,0.5594154681195063,1.0,17.773999999999994,0.5594154681195063,0.5594154681195063,5.0,1.0,2.0735952608523673,0.6735592668407459,0.0,0.0,1.0954451150102513,0.0,-2.0560000000000045,1.8973665961008974,2.924038303442656,3.678767909685006,0.769069118276038,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005594154681195063,-8.019090909090908,0.0,0.0,13.680930881723961,0.0,0.0,0.0,0.0,0.0,0.0,-7.639999999999418,0.0,0.0,0.0,0.0,0.005594154681195063,0.005594154681195063,0.005594154681195063,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013953488372093023,0.0666180247490077,0.0,0.0,0.0,0.0,0.0,3.5454545454545454,0.0,0.3482148226850831,0.28261939675943437,5967.757923897339,0.0,5.0,0.46175286014475836,3.1666666666666665,50.0,27.332324760463955,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.41843704141042104,9,17,6.216666666666667,1,0,0,0.6527597524627223,-0.7575649843840497,-1.0
2026-01-28 09:18:00+00:00,BSE,1.2896243877339642,1.0466896948762234,0.0,197.0399999999936,30.283808228055555,14.42,82294.04,82355.45,40580.0,1042200.0,1090860.0,0.0999160435997984,0.45454545454545453,0.45454545454545453,-11.242344706911636,0.0,0.0,2026-01-28 09:18:03+00:00,-50405847085.99186,-779305443399036.8,-2991050702663.571,81950.0,0.0,0.0,,,,,,0.0,79.0,42292.0,0.0,0.0,5677.0,68788.0,0.0,75.0,77.8,19.83,23.672727272727272,15.654545454545456,18.63507240275578,0.0,0.0,1.3735772638465567,0.0,0.0,0.5594154681195063,1.0,17.776,0.5594154681195063,0.5594154681195063,5.0,1.0,2.0735952608523673,0.6735592668407459,0.0,0.0,1.0954451150102513,0.0,-2.0539999999999985,1.8973665961008974,2.924038303442656,3.678767909685006,0.769069118276038,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005594154681195063,-8.018181818181816,0.0,0.0,13.680930881723961,0.0,0.0,0.0,0.0,0.0,0.0,-7.639999999999418,0.0,0.0,0.0,0.0,0.005594154681195063,0.005594154681195063,0.005594154681195063,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013953488372093023,0.0666180247490077,0.0,0.0,0.0,0.0,0.0,2.5714285714285716,0.0,0.3482148226850831,0.28261939675943437,5967.121573255873,0.0,5.0,0.46175286014475836,3.1666666666666665,50.0,27.332324760463955,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.4170246595285696,9,18,6.2,1,0,0,0.6494480483301838,-0.7604059656000309,1.0
2026-01-28 09:19:00+00:00,BSE,1.2896243877339642,1.0466896948762234,0.0,197.0399999999936,30.278937649444444,14.4,82325.79,82386.65,40320.0,1042200.0,1090860.0,0.06531907954865653,0.45454545454545453,0.45454545454545453,-11.242344706911636,0.0,0.0,2026-01-28 09:19:03+00:00,-50407487383.827034,-779424648308637.5,-2991643262863.602,81950.0,0.0,0.0,,,,,,11386.0,15645.0,52948.0,-699.0,10687.0,6934.0,94631.0,11386.0,75.0,77.8,19.83,23.676363636363636,15.655454545454548,18.63507240275578,0.0,0.0,1.3735772638465567,0.0,0.0,0.5594154681195063,1.0,17.776,0.5594154681195063,0.5594154681195063,5.0,1.0,2.0735952608523673,0.6735592668407459,0.0,0.0,0.7302967433401248,0.0,-2.0539999999999985,1.4491376746188944,2.32020114070596,2.949576240750561,0.769069118276038,76.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005594154681195063,-8.020909090909088,0.0,0.0,13.680930881723961,0.0,0.0,0.0,0.0,0.0,0.0,-7.639999999999418,0.0,0.0,0.0,0.0,0.005594154681195063,0.005594154681195063,0.005594154681195063,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013953488372093023,0.0666180247490077,0.0,0.0,0.0,0.0,0.0,3.1666666666666665,0.0,0.3482148226850831,0.28261939675943437,5966.161874446339,0.0,5.0,0.46175286014475836,3.3043478260869565,50.0,27.382753403933453,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.41517686371223295,9,19,6.183333333333334,1,0,0,0.6461239796429638,-0.7632324697825289,1.0
2026-01-28 09:20:00+00:00,BSE,1.2896243877339642,1.0466896948762234,0.0,197.0399999999936,30.27401277277778,14.43,82393.31,82430.0,40320.0,1042200.0,1090860.0,0.06531907954865653,0.45454545454545453,0.45454545454545453,-11.242344706911636,0.0,0.0,2026-01-28 09:20:03+00:00,-50403608952.04627,-779516549415459.8,-2992004375178.6836,81950.0,0.0,0.0,,,,,,11386.0,15645.0,52948.0,-699.0,10687.0,6934.0,94631.0,11386.0,75.0,77.8,19.83,23.677272727272726,15.655454545454548,18.63507240275578,0.0,0.0,1.3735772638465567,0.0,0.0,0.5594154681195063,1.0,17.776,0.5594154681195063,0.5594154681195063,5.0,1.0,2.0735952608523673,0.6735592668407459,0.0,0.0,0.7302967433401248,0.0,-2.0539999999999985,1.4491376746188944,2.32020114070596,2.949576240750561,0.769069118276038,78.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005594154681195063,-8.021818181818178,0.0,0.0,13.680930881723961,0.0,0.0,0.0,0.0,0.0,0.0,-7.639999999999418,0.0,0.0,0.0,0.0,0.005594154681195063,0.005594154681195063,0.005594154681195063,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013953488372093023,0.0666180247490077,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.3482148226850831,0.28261939675943437,5965.19147674794,0.0,5.0,0.46175286014475836,3.5,50.0,27.382753403933453,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.4136228487037704,9,20,6.166666666666667,1,0,0,0.6427876096865395,-0.7660444431189779,1.0
2026-01-28 09:21:00+00:00,BSE,1.2896243877339642,1.0466896948762234,0.0,197.0399999999936,30.269168683611113,14.42,82443.09,82470.45,40320.0,1042200.0,1090860.0,0.06531907954865653,0.45454545454545453,0.45454545454545453,-11.242344706911636,0.0,0.0,2026-01-28 09:21:03+00:00,-50397873399.205864,-779623871590864.9,-2991998702152.957,81950.0,0.0,0.0,,,,,,11386.0,15645.0,52948.0,-699.0,10687.0,8428.0,117414.0,11386.0,75.0,77.8,19.83,23.678181818181816,15.656363636363638,18.63507240275578,0.0,0.0,1.3735772638465567,0.0,0.0,0.5594154681195063,1.0,17.778,0.5594154681195063,0.5594154681195063,5.0,1.0,2.0735952608523673,0.6735592668407459,0.0,0.0,0.7302967433401248,0.0,-2.0519999999999996,1.4491376746188944,2.32020114070596,2.949576240750561,0.769069118276038,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005594154681195063,-8.021818181818178,0.0,0.0,13.680930881723961,0.0,0.0,0.0,0.0,0.0,0.0,-7.639999999999418,0.0,0.0,0.0,0.0,0.005594154681195063,0.005594154681195063,0.005594154681195063,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013953488372093023,0.0666180247490077,0.0,0.0,0.0,0.0,0.0,3.1666666666666665,0.0,0.3482148226850831,0.28261939675943437,5964.23699741854,0.0,5.0,0.46175286014475836,2.8461538461538463,50.0,27.382753403933453,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.4120688880301136,9,21,6.15,1,0,0,0.6394390019805848,-0.7688418320734595,-1.0
2026-01-28 09:22:00+00:00,BSE,1.2896243877339642,1.0466896948762234,0.0,197.0399999999936,30.264323604166666,14.41,82478.55,82476.95,40260.0,1042200.0,1090860.0,0.06987329393644295,0.45454545454545453,0.45454545454545453,0.0,0.0,0.0,2026-01-28 09:22:07+00:00,-50402329133.76814,-779772761309121.5,-2992781422618.3813,81950.0,0.0,0.0,,,,,,24323.0,18528.0,65516.0,-1068.0,23255.0,10298.0,143976.0,24323.0,75.0,77.8,19.835,23.682727272727274,15.657272727272728,18.63507240275578,0.0,0.0,1.3735772638465567,0.0,0.0,0.5594154681195063,1.0,17.779999999999998,0.5594154681195063,0.5594154681195063,5.0,1.0,2.0735952608523673,0.6735592668407459,0.0,0.0,0.44721359549983697,0.0,-2.0550000000000033,1.1618950038621456,1.9493588689617778,2.5066578014028917,0.769069118276038,74.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005594154681195063,-8.025454545454545,0.0,0.0,13.680930881723961,0.0,0.0,0.0,0.0,0.0,0.0,-7.639999999999418,0.0,0.0,0.0,0.0,0.005594154681195063,0.005594154681195063,0.005594154681195063,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013953488372093023,0.0666180247490077,0.0,0.0,0.0,0.0,0.0,3.1666666666666665,0.0,0.3482148226850831,0.28261939675943437,5963.282322964807,0.0,5.0,0.46175286014475836,2.7037037037037037,50.0,27.35064280312579,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.410063756365711,9,22,6.133333333333334,1,0,0,0.6360782202777642,-0.7716245833877198,-1.0
2026-01-28 09:23:00+00:00,BSE,1.2896243877339642,1.0466896948762234,0.0,197.0399999999936,30.259480422499998,14.4,82460.44,82480.0,40260.0,1042200.0,1090860.0,0.06987329393644295,0.45454545454545453,0.45454545454545453,0.0,0.0,0.0,2026-01-28 09:23:03+00:00,-50397846619.935295,-779880101550597.2,-2992829014254.123,81950.0,0.0,0.0,,,,,,33543.0,17837.0,79505.0,-1759.0,31784.0,10794.0,164279.0,33543.0,75.0,77.8,19.84,23.683636363636367,15.658181818181818,18.63507240275578,0.0,0.0,1.3735772638465567,0.0,0.0,0.5594154681195063,1.0,17.779999999999998,0.5594154681195063,0.5594154681195063,5.0,1.0,2.0735952608523673,0.6735592668407459,0.0,0.0,0.44721359549983697,0.0,-2.0600000000000023,1.1618950038621456,1.9493588689617778,2.5066578014028917,0.769069118276038,75.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005594154681195063,-8.025454545454549,0.0,0.0,13.680930881723961,0.0,0.0,0.0,0.0,0.0,0.0,-7.639999999999418,0.0,0.0,0.0,0.0,0.005594154681195063,0.005594154681195063,0.005594154681195063,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013953488372093023,0.0666180247490077,0.0,0.0,0.0,0.0,0.0,3.1666666666666665,0.0,0.3482148226850831,0.28261939675943437,5962.3280224492055,0.0,5.0,0.46175286014475836,3.0,50.0,27.31854838709678,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.40805632945364323,9,23,6.116666666666666,1,0,0,0.6327053285625162,-0.7743926440821856,-1.0
2026-01-28 09:24:00+00:00,BSE,1.2896243877339642,1.0466896948762234,0.0,197.0399999999936,30.254635753333336,14.41,82449.81,82089.4,40580.0,1042200.0,1090860.0,0.06987329393644295,0.45454545454545453,0.45454545454545453,0.0,0.0,0.0,2026-01-28 09:24:03+00:00,-50390469593.39962,-780043702384982.0,-2991999918029.4785,81950.0,0.0,0.0,,,,,,33543.0,17837.0,79505.0,-1759.0,31784.0,10794.0,164279.0,33543.0,71.0,74.2,19.84,23.686363636363637,15.660909090909092,18.63507240275578,0.0,0.0,1.3735772638465567,0.0,0.0,0.5594154681195063,1.0,17.782,0.5594154681195063,0.5594154681195063,5.0,1.0,2.0735952608523673,0.6735592668407459,0.0,0.0,0.44721359549983697,0.0,-2.058,1.1618950038621456,1.9493588689617778,2.5066578014028917,0.769069118276038,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005594154681195063,-8.025454545454545,0.0,0.0,13.680930881723961,0.0,0.0,0.0,0.0,0.0,0.0,-7.639999999999418,0.0,0.0,0.0,0.0,0.005594154681195063,0.005594154681195063,0.005594154681195063,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013953488372093023,0.0666180247490077,0.0,0.0,0.0,0.0,0.0,3.1666666666666665,0.0,0.3482148226850831,0.28261939675943437,5961.373428836607,0.0,5.0,0.46175286014475836,3.5454545454545454,50.0,27.368951612903224,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.40604655839531056,9,24,6.1,1,0,0,0.6293203910498377,-0.7771459614569707,-1.0
