time,open,high,low,close,EMA 7,RSI
2026-01-01T11:39:00+05:30,85308.61,85321.89,85267.35,85267.35,85305.19166440549,33.909014825941895
2026-01-01T11:42:00+05:30,85266.66,85296.32,85238.37,85255.8,85292.84374830412,31.665983771861136
2026-01-01T11:45:00+05:30,85255.98,85262.49,85208.15,85213.25,85272.94531122809,24.65612451285247
2026-01-01T11:48:00+05:30,85213.35,85246.99,85210.6,85231.82,85262.66398342107,32.28815489810279
2026-01-01T11:51:00+05:30,85230.75,85235.14,85186.92,85199.8,85246.9479875658,26.822443586270794
2026-01-01T11:54:00+05:30,85205.7,85264.53,85198.67,85245.78,85246.65599067435,42.99013185431487
2026-01-01T11:57:00+05:30,85245.11,85269,85208.38,85259.11,85249.76949300576,46.954097131113514
2026-01-01T12:00:00+05:30,85255.1,85276.73,85242.25,85251.92,85250.30711975432,44.98575603830151
2026-01-01T12:03:00+05:30,85251.59,85263.07,85209.14,85233.77,85246.17283981574,40.04220138962827
2026-01-01T12:06:00+05:30,85236.48,85242.61,85161.56,85167.91,85226.6071298618,27.32850019071985
2026-01-01T12:09:00+05:30,85173.19,85208,85168.85,85194.75,85218.64284739635,36.8600946476854
2026-01-01T12:12:00+05:30,85193.42,85206.26,85166.67,85181.88,85209.45213554727,34.340390844486805
2026-01-01T12:15:00+05:30,85183.86,85183.86,85132,85133.17,85190.38160166045,26.37831277988157
2026-01-01T12:18:00+05:30,85133.89,85209.44,85118.82,85176.83,85186.99370124534,40.74505204414427
2026-01-01T12:21:00+05:30,85177.46,85222.16,85176.32,85213.85,85193.70777593402,50.33289224648592
2026-01-01T12:24:00+05:30,85219.12,85245.07,85212.59,85241.32,85205.61083195051,56.435284043160664
2026-01-01T12:27:00+05:30,85240.91,85290.97,85240.75,85247.2,85216.00812396288,57.73218401624067
2026-01-01T12:30:00+05:30,85246.18,85259.62,85205.12,85234.25,85220.56859297215,53.629969418201064
2026-01-01T12:33:00+05:30,85234.63,85270.14,85216.25,85252.12,85228.45644472912,58.38990100998465
2026-01-01T12:36:00+05:30,85251.76,85268.59,85208.3,85223.88,85227.31233354684,49.097829348395514
2026-01-01T12:39:00+05:30,85223.21,85223.21,85167.27,85172.3,85213.55925016013,36.66457321265784
2026-01-01T12:42:00+05:30,85170.77,85234.04,85170.07,85218.33,85214.75193762011,49.8790099548654
2026-01-01T12:45:00+05:30,85216.29,85281,85209.1,85261.48,85226.43395321508,59.19103525556385
2026-01-01T12:48:00+05:30,85261.78,85291.55,85242.72,85248.97,85232.06796491132,55.69130023739525
2026-01-01T12:51:00+05:30,85250.39,85280.32,85220.55,85265.21,85240.35347368348,59.33294404889543
2026-01-01T12:54:00+05:30,85267.19,85267.19,85233.84,85255.39,85244.1126052626,56.081329821322136
2026-01-01T12:57:00+05:30,85256.47,85276.8,85251.63,85262.25,85248.64695394695,57.95906730985597
2026-01-01T13:00:00+05:30,85262.55,85274.01,85231.89,85245.8,85247.93521546022,51.76710696360494
2026-01-01T13:03:00+05:30,85241.08,85271.04,85240.7,85249.02,85248.20641159517,52.91583807147259
2026-01-01T13:06:00+05:30,85248.02,85288.47,85246.4,85274.41,85254.75730869637,61.37771417805626
2026-01-01T13:09:00+05:30,85265.4,85292.29,85245.05,85265.7,85257.49298152227,57.25921086321892
2026-01-01T13:12:00+05:30,85263.67,85269.4,85226.69,85269.4,85260.4697361417,58.634816734808936
2026-01-01T13:15:00+05:30,85275.47,85309.62,85253.33,85308.79,85272.54980210628,70.44804794920354
2026-01-01T13:18:00+05:30,85306.92,85312.11,85268.57,85290.48,85277.0323515797,61.00055284300716
2026-01-01T13:21:00+05:30,85291,85298.23,85204.57,85227.67,85264.69176368478,39.6957039385243
2026-01-01T13:24:00+05:30,85226.81,85233.9,85177.15,85233.41,85256.87132276359,41.860638790275544
2026-01-01T13:27:00+05:30,85233.42,85280.45,85208.26,85269.49,85260.0259920727,53.977015867004745
2026-01-01T13:30:00+05:30,85268.56,85293.77,85252.4,85261.18,85260.31449405452,51.114624682525125
2026-01-01T13:33:00+05:30,85254.3,85282.83,85245.35,85258.8,85259.93587054088,50.22468603300277
2026-01-01T13:36:00+05:30,85257.94,85286.05,85226.2,85254.33,85258.53440290566,48.37903557689532
2026-01-01T13:39:00+05:30,85258.34,85266.98,85225.67,85238.62,85253.55580217924,42.0439664749587
2026-01-01T13:42:00+05:30,85237.68,85249.77,85227.5,85245.87,85251.63435163442,45.860893403086415
2026-01-01T13:45:00+05:30,85244.77,85256.99,85230.76,85234.43,85247.33326372581,40.90190050506722
2026-01-01T13:48:00+05:30,85234.6,85274.97,85230.49,85266.45,85252.11244779435,56.32380120121149
2026-01-01T13:51:00+05:30,85266.1,85289.04,85256.55,85284.62,85260.23933584576,62.75778900188611
2026-01-01T13:54:00+05:30,85285.24,85298.75,85276.42,85294.93,85268.91200188432,66.06688700769723
2026-01-01T13:57:00+05:30,85291.65,85299.55,85274.25,85291.03,85274.44150141324,63.57397874347419
2026-01-01T14:00:00+05:30,85290.58,85298.49,85257.39,85257.39,85270.17862605993,46.07753277599665
2026-01-01T14:03:00+05:30,85255.38,85345.39,85254.19,85321.52,85283.01396954495,66.55141615526058
2026-01-01T14:06:00+05:30,85320.02,85328.79,85297.68,85319.24,85292.0704771587,65.51955373162943
2026-01-01T14:09:00+05:30,85316.39,85326.03,85289.75,85321.04,85299.31285786902,66.00502515189666
2026-01-01T14:12:00+05:30,85320.7,85328.07,85284.81,85307.66,85301.39964340176,58.82268407228186
2026-01-01T14:15:00+05:30,85308.05,85331.16,85296.66,85302.86,85301.76473255132,56.26041988157871
2026-01-01T14:18:00+05:30,85303.24,85336.35,85296.53,85335.14,85310.10854941349,67.40127950779022
2026-01-01T14:21:00+05:30,85335.02,85340.17,85267.52,85293.34,85305.91641206012,48.672256630922526
2026-01-01T14:24:00+05:30,85293.77,85300.15,85259.88,85260.81,85294.6398090451,38.86657440272017
