entry_timestamp,exit_timestamp,exchange,position_id,symbol,type,side,quantity,entry_price,exit_price,pnl,entry_reason,exit_reason,status,confidence,kelly_fraction,constraint_violation,signal_id,pnl_source
2026-02-01 09:18:34,2026-02-02 20:18:00,NSE,NSE_AUTO_0004,NIFTY2620325250CE,CE,BUY,65,240.4,16.7,-14540.5,Auto-lightgbm-LimitChase,Stop Loss (-25),CLOSED,0.7062053489867544,0.309,False,NSE-1769917714447-7237,target_stop
2026-02-01 09:26:35,2026-02-01 13:43:47,BSE,BSE_AUTO_0044,SENSEX2620582600PE,PE,BUY,20,786.6,786.6,0.0,Auto-lightgbm-LimitChase,Target Hit (+50),CLOSED,0.6433839129556127,0.309,False,BSE-1769918195744-6926,db_snapshot
2026-02-01 09:27:55,2026-02-01 13:53:55,BSE,BSE_AUTO_0045,SENSEX2620582400PE,PE,BUY,20,683.85,683.85,0.0,Auto-lightgbm-LimitChase,Stop Loss (-50),CLOSED,0.6685526794370541,0.309,False,BSE-1769918275602-6931,db_snapshot
2026-02-01 09:31:24,2026-02-03 15:38:02,NSE,NSE_AUTO_0005,NIFTY2620325400PE,PE,BUY,65,214.45,25.8,-12262.25,Auto-lightgbm-LimitChase,Stop Loss (-25),CLOSED,0.7155840291094759,0.309,False,NSE-1769918484075-7271,target_stop
2026-02-01 09:33:20,2026-02-01 13:59:57,BSE,BSE_AUTO_0046,SENSEX2620582500PE,PE,BUY,20,734.7,734.7,0.0,Auto-lightgbm-LimitChase,Stop Loss (-50),CLOSED,0.714876852472494,0.309,False,BSE-1769918591629-6946,db_snapshot
2026-02-01 12:31:45,2026-02-02 14:45:00,NSE,NSE_AUTO_0001,NIFTY2620324950CE,CE,BUY,65,385.1,77.95,-19964.75,Auto-lightgbm-LimitChase,Stop Loss (-25),CLOSED,0.6067779163303136,0.309,False,NSE-1769929305555-486,target_stop
2026-02-01 12:32:32,2026-02-02 14:45:00,NSE,NSE_AUTO_0002,NIFTY2620324950CE,CE,BUY,65,385.1,77.95,-19964.75,Auto-lightgbm-LimitChase,Stop Loss (-25),CLOSED,0.6652561057253064,0.309,False,NSE-1769929352427-489,target_stop
2026-02-01 12:32:49,2026-02-02 14:45:00,NSE,NSE_AUTO_0003,NIFTY2620324950CE,CE,BUY,65,385.1,77.95,-19964.75,Auto-lightgbm-LimitChase,Stop Loss (-25),CLOSED,0.6745439880959708,0.309,False,NSE-1769929369837-490,target_stop
2026-02-01 12:32:59,2026-02-01 12:33:02,BSE,BSE_AUTO_0001,SENSEX2620581200CE,CE,BUY,20,942.62,696.15,-4929.4,Auto-lightgbm-LimitChase,Stop Loss (-50),CLOSED,0.7420441843020322,0.309,False,BSE-1769929379491-588,original
2026-02-01 12:33:03,2026-02-01 12:33:07,BSE,BSE_AUTO_0002,SENSEX2620581200CE,CE,BUY,20,929.47,737.95,-3830.4,Auto-lightgbm-LimitChase,Stop Loss (-50),CLOSED,0.7730075032032805,0.309,False,BSE-1769929383047-589,original
