entry_timestamp,exit_timestamp,exchange,position_id,symbol,type,side,quantity,entry_price,exit_price,pnl,entry_reason,exit_reason,status,confidence,kelly_fraction,constraint_violation,signal_id,pnl_source
2026-01-08 09:31:11,2026-01-08 14:57:00,BSE,BSE_AUTO_0001,SENSEX2610884500CE,CE,BUY,20,501.6,325.4,-3524.0,Auto-lightgbm-LimitChase,Stop Loss (-50),CLOSED,0.7608193159103394,0.309,False,BSE-1767844870259-49,target_stop
2026-01-08 09:36:13,2026-01-08 14:57:00,BSE,BSE_AUTO_0002,SENSEX2610884600CE,CE,BUY,20,415.0,245.2,-3396.0,Auto-lightgbm-LimitChase,Stop Loss (-50),CLOSED,0.7647674679756165,0.309,False,BSE-1767845173479-105,target_stop
2026-01-08 09:41:16,2026-01-08 14:57:00,BSE,BSE_AUTO_0003,SENSEX2610884600CE,CE,BUY,20,415.0,245.2,-3396.0,Auto-lightgbm-LimitChase,Stop Loss (-50),CLOSED,0.784096360206604,0.309,False,BSE-1767845476771-161,target_stop
2026-01-08 09:50:27,2026-01-08 14:57:00,BSE,BSE_AUTO_0001,SENSEX2610884600CE,CE,BUY,20,415.0,245.2,-3396.0,Auto-lightgbm-LimitChase,Stop Loss (-50),CLOSED,0.7690728306770325,0.309,False,BSE-1767846027561-51,target_stop
2026-01-08 09:55:37,2026-01-08 14:57:00,BSE,BSE_AUTO_0002,SENSEX2610884600CE,CE,BUY,20,415.0,245.2,-3396.0,Auto-lightgbm-LimitChase,Stop Loss (-50),CLOSED,0.8208176493644714,0.309,False,BSE-1767846337756-110,target_stop
2026-01-08 10:02:40,2026-01-08 14:57:00,BSE,BSE_AUTO_0003,SENSEX2610884600CE,CE,BUY,20,415.0,245.2,-3396.0,Auto-lightgbm-LimitChase,Stop Loss (-50),CLOSED,0.7480096817016602,0.309,False,BSE-1767846759988-191,target_stop
2026-01-08 10:11:47,2026-01-08 14:57:00,BSE,BSE_AUTO_0004,SENSEX2610884500CE,CE,BUY,20,501.6,325.4,-3524.0,Auto-lightgbm-LimitChase,Stop Loss (-50),CLOSED,0.7591903209686279,0.309,False,BSE-1767847307472-296,target_stop
2026-01-08 10:14:48,2026-01-08 15:20:10,NSE,NSE_AUTO_0001,NIFTY26JAN26050CE,CE,BUY,65,262.995,170.5,663.32,Auto-lightgbm-LimitChase,End of Day Exit (15:20 IST),CLOSED,0.7244172620948545,0.309,False,NSE-1767847487997-297,original
2026-01-08 10:52:42,2026-01-08 15:13:27,NSE,NSE_AUTO_0002,NIFTY26JAN26050CE,CE,BUY,65,248.495,243.0,-1722.18,Auto-lightgbm-LimitChase,Stop Loss (-25),CLOSED,0.7178648273965522,0.309,False,NSE-1767849761937-399,original
2026-01-08 11:30:37,2026-01-08 12:04:37,NSE,NSE_AUTO_0003,NIFTY26JAN26000PE,PE,BUY,65,163.195,201.15,2467.08,Auto-lightgbm-LimitChase,Target Hit (+25),CLOSED,0.7679496972069473,0.309,False,NSE-1767852036992-518,original
2026-01-08 12:07:45,2026-01-08 15:20:10,NSE,NSE_AUTO_0001,NIFTY26JAN25900CE,CE,BUY,65,287.095,170.5,663.32,Auto-lightgbm-LimitChase,End of Day Exit (15:20 IST),CLOSED,0.7129867912691241,0.309,False,NSE-1767854265546-54,original
2026-01-08 12:07:48,2026-01-08 15:53:00,BSE,BSE_AUTO_0001,SENSEX2610884100CE,CE,BUY,20,1039.9,605.0,-8698.0,Auto-lightgbm-LimitChase,Stop Loss (-50),CLOSED,0.7604128122329712,0.309,False,BSE-1767854268616-54,target_stop
2026-01-08 12:20:18,2026-01-08 15:00:00,BSE,BSE_AUTO_0001,SENSEX2610884200CE,CE,BUY,20,730.0,591.85,-2763.0,Auto-lightgbm-LimitChase,Stop Loss (-50),CLOSED,0.7531982660293579,0.309,False,BSE-1767855018346-50,target_stop
2026-01-08 12:20:18,2026-01-08 15:20:10,NSE,NSE_AUTO_0001,NIFTY26JAN25950CE,CE,BUY,65,269.045,170.5,663.32,Auto-lightgbm-LimitChase,End of Day Exit (15:20 IST),CLOSED,0.7324176835970664,0.309,False,NSE-1767855018846-52,original
2026-01-08 12:25:20,2026-01-08 15:13:27,NSE,NSE_AUTO_0002,NIFTY26JAN25950CE,CE,BUY,65,269.495,243.0,-1722.18,Auto-lightgbm-LimitChase,Stop Loss (-25),CLOSED,0.8076701971102143,0.309,False,NSE-1767855320128-105,original
2026-01-08 12:25:20,2026-01-08 15:53:00,BSE,BSE_AUTO_0002,SENSEX2610884100CE,CE,BUY,20,1039.9,605.0,-8698.0,Auto-lightgbm-LimitChase,Stop Loss (-50),CLOSED,0.7642532587051392,0.309,False,BSE-1767855320897-101,target_stop
2026-01-08 15:14:28,2026-01-08 15:20:10,NSE,NSE_AUTO_0001,NIFTY26JAN25900PE,PE,BUY,65,160.29500000000002,170.5,663.32,Auto-lightgbm-LimitChase,End of Day Exit (15:20 IST),CLOSED,0.7662070233287449,0.309,False,NSE-1767865467926-704,original
