entry_timestamp,exit_timestamp,exchange,position_id,symbol,type,side,quantity,entry_price,exit_price,pnl,entry_reason,exit_reason,status,confidence,kelly_fraction,constraint_violation,signal_id,pnl_source
2026-01-19 09:16:21,2026-01-19 14:45:00,NSE,NSE_AUTO_0004,NIFTY2612025650CE,CE,BUY,65,144.9,56.25,-5762.25,Auto-lightgbm-LimitChase,Stop Loss (-25),CLOSED,0.95,0.309,False,NSE-1768794360780-37,target_stop
2026-01-19 09:21:15,2026-01-19 14:45:00,NSE,NSE_AUTO_0005,NIFTY2612025650CE,CE,BUY,65,144.9,56.25,-5762.25,Auto-lightgbm-LimitChase,Stop Loss (-25),CLOSED,0.95,0.309,False,NSE-1768794675609-53,target_stop
2026-01-19 09:21:19,2026-01-19 14:45:00,NSE,NSE_AUTO_0006,NIFTY2612025650CE,CE,BUY,65,144.9,56.25,-5762.25,Auto-lightgbm-LimitChase,Stop Loss (-25),CLOSED,0.95,0.309,False,NSE-1768794679068-54,target_stop
2026-01-19 09:22:00,2026-01-19 14:45:00,NSE,NSE_AUTO_0007,NIFTY2612025650CE,CE,BUY,65,144.9,56.25,-5762.25,Auto-lightgbm-LimitChase,Stop Loss (-25),CLOSED,0.95,0.309,False,NSE-1768794720778-20,target_stop
2026-01-19 09:22:19,2026-01-19 14:45:00,NSE,NSE_AUTO_0008,NIFTY2612025650CE,CE,BUY,65,144.9,56.25,-5762.25,Auto-lightgbm-LimitChase,Stop Loss (-25),CLOSED,0.95,0.309,False,NSE-1768794738980-21,target_stop
2026-01-19 09:22:24,2026-01-19 14:45:00,NSE,NSE_AUTO_0009,NIFTY2612025650CE,CE,BUY,65,144.9,56.25,-5762.25,Auto-lightgbm-LimitChase,Stop Loss (-25),CLOSED,0.95,0.309,False,NSE-1768794744037-55,target_stop
2026-01-19 09:22:36,2026-01-19 14:45:00,NSE,NSE_AUTO_0010,NIFTY2612025650CE,CE,BUY,65,144.9,56.25,-5762.25,Auto-lightgbm-LimitChase,Stop Loss (-25),CLOSED,0.95,0.309,False,NSE-1768794756476-22,target_stop
2026-01-19 09:22:47,2026-01-19 14:45:00,NSE,NSE_AUTO_0011,NIFTY2612025650CE,CE,BUY,65,144.9,56.25,-5762.25,Auto-lightgbm-LimitChase,Stop Loss (-25),CLOSED,0.95,0.309,False,NSE-1768794767247-57,target_stop
2026-01-19 09:22:57,2026-01-19 14:45:00,NSE,NSE_AUTO_0012,NIFTY2612025650CE,CE,BUY,65,144.9,56.25,-5762.25,Auto-lightgbm-LimitChase,Stop Loss (-25),CLOSED,0.95,0.309,False,NSE-1768794777696-23,target_stop
2026-01-19 09:23:00,2026-01-19 14:45:00,NSE,NSE_AUTO_0013,NIFTY2612025650CE,CE,BUY,65,144.9,56.25,-5762.25,Auto-lightgbm-LimitChase,Stop Loss (-25),CLOSED,0.95,0.309,False,NSE-1768794780123-58,target_stop
2026-01-19 09:23:09,2026-01-19 14:45:00,NSE,NSE_AUTO_0014,NIFTY2612025650CE,CE,BUY,65,144.9,56.25,-5762.25,Auto-lightgbm-LimitChase,Stop Loss (-25),CLOSED,0.95,0.309,False,NSE-1768794789288-59,target_stop
2026-01-19 09:23:13,2026-01-19 14:45:00,NSE,NSE_AUTO_0015,NIFTY2612025650CE,CE,BUY,65,144.9,56.25,-5762.25,Auto-lightgbm-LimitChase,Stop Loss (-25),CLOSED,0.95,0.309,False,NSE-1768794793106-60,target_stop
2026-01-19 09:23:26,2026-01-19 14:45:00,NSE,NSE_AUTO_0016,NIFTY2612025650CE,CE,BUY,65,144.9,56.25,-5762.25,Auto-lightgbm-LimitChase,Stop Loss (-25),CLOSED,0.95,0.309,False,NSE-1768794806150-61,target_stop
2026-01-19 09:23:50,2026-01-19 14:45:00,NSE,NSE_AUTO_0017,NIFTY2612025650CE,CE,BUY,65,144.9,56.25,-5762.25,Auto-lightgbm-LimitChase,Stop Loss (-25),CLOSED,0.95,0.309,False,NSE-1768794830265-24,target_stop
2026-01-19 09:23:59,2026-01-19 14:45:00,NSE,NSE_AUTO_0018,NIFTY2612025550CE,CE,BUY,65,214.7,100.0,-7455.5,Auto-lightgbm-LimitChase,Stop Loss (-25),CLOSED,0.999998883068237,0.309,False,NSE-1768794839661-25,target_stop
2026-01-19 09:24:09,2026-01-19 10:00:17,BSE,BSE_AUTO_0002,SENSEX2612282900CE,CE,BUY,20,548.17,508.2,-1166.4,Auto-lightgbm-LimitChase,Stop Loss (-50),CLOSED,0.7770197423142102,0.309,False,BSE-1768794842557-60,original
2026-01-19 09:29:31,2026-01-19 14:45:00,NSE,NSE_AUTO_0019,NIFTY2612025600CE,CE,BUY,65,177.45,76.95,-6532.5,Auto-lightgbm-LimitChase,Stop Loss (-25),CLOSED,0.9999552468596136,0.309,False,NSE-1768795171488-45,target_stop
2026-01-19 09:34:43,2026-01-19 14:45:00,NSE,NSE_AUTO_0020,NIFTY2612025550CE,CE,BUY,65,214.7,100.0,-7455.5,Auto-lightgbm-LimitChase,Stop Loss (-25),CLOSED,0.999959653839465,0.309,False,NSE-1768795483896-59,target_stop
2026-01-19 09:45:00,2026-01-19 14:45:00,BSE,BSE_AUTO_0003,SENSEX2612283000CE,CE,BUY,20,864.7,518.4,-6926.0,Auto-lightgbm-LimitChase,Stop Loss (-50),CLOSED,0.7651023268699646,0.309,False,BSE-1768796100473-16,target_stop
2026-01-19 09:51:17,2026-01-19 14:45:00,NSE,NSE_AUTO_0001,NIFTY2612025550CE,CE,BUY,65,214.7,100.0,-7455.5,Auto-lightgbm-LimitChase,Stop Loss (-25),CLOSED,0.9999994545272688,0.309,False,NSE-1768796477146-15,target_stop
2026-01-19 09:52:09,2026-01-19 10:00:12,BSE,BSE_AUTO_0001,SENSEX2612282900CE,CE,BUY,20,565.77,507.05,-1174.4,Auto-lightgbm-LimitChase,Stop Loss (-50),CLOSED,0.9528221487998962,0.309,False,BSE-1768796524067-18,original
2026-01-19 10:00:12,2026-01-19 10:00:17,BSE,BSE_AUTO_0002,SENSEX2612282900CE,CE,BUY,20,566.52,508.2,-1166.4,Auto-lightgbm-LimitChase,Stop Loss (-50),CLOSED,0.9781367182731628,0.309,False,BSE-1768797012865-44,original
2026-01-19 10:00:29,2026-01-19 10:00:32,BSE,BSE_AUTO_0003,SENSEX2612282900CE,CE,BUY,20,566.52,494.9,-1432.4,Auto-lightgbm-LimitChase,Stop Loss (-50),CLOSED,0.979875922203064,0.309,False,BSE-1768797029437-45,original
2026-01-19 10:00:43,2026-01-19 10:00:48,BSE,BSE_AUTO_0004,SENSEX2612282900CE,CE,BUY,20,566.52,486.0,-1610.4,Auto-lightgbm-LimitChase,Stop Loss (-50),CLOSED,0.9799308776855468,0.309,False,BSE-1768797042035-46,original
2026-01-19 10:01:09,2026-01-19 10:01:09,BSE,BSE_AUTO_0005,SENSEX2612282900CE,CE,BUY,20,568.02,477.75,-1805.4,Auto-lightgbm-LimitChase,Stop Loss (-50),CLOSED,0.9816794395446776,0.309,False,BSE-1768797065302-47,original
2026-01-19 10:01:24,2026-01-19 10:01:24,BSE,BSE_AUTO_0006,SENSEX2612282900CE,CE,BUY,20,566.5699999999999,486.85,-1594.4,Auto-lightgbm-LimitChase,Stop Loss (-50),CLOSED,0.9738523960113524,0.309,False,BSE-1768797084310-48,original
