entry_timestamp,exit_timestamp,exchange,position_id,symbol,type,side,quantity,entry_price,exit_price,pnl,entry_reason,exit_reason,status,confidence,kelly_fraction,constraint_violation,signal_id
2025-12-09 09:45:51,2025-12-09 11:09:35,NSE,NSE_AUTO_0001,NIFTY25DEC25750CE,CE,BUY,75,344.65,353.3,1890.0,Auto-lightgbm-LimitChase,Target Hit (+25),CLOSED,0.982798216970038,0.309,False,NSE-1765253751307-61
2025-12-09 09:45:52,2025-12-09 10:59:43,BSE,BSE_AUTO_0001,SENSEX25D1184300CE,CE,BUY,20,523.05,552.9,1136.0,Auto-lightgbm-LimitChase,Target Hit (+50),CLOSED,0.9956847189733674,0.309,False,BSE-1765253752737-56
2025-12-09 09:50:48,2025-12-09 11:08:26,NSE,NSE_AUTO_0002,NIFTY25DEC25750CE,CE,BUY,75,341.5,350.9,2002.5,Auto-lightgbm-LimitChase,Target Hit (+25),CLOSED,0.9917941754888396,0.309,False,NSE-1765254048925-125
2025-12-09 09:50:52,2025-12-09 10:59:38,BSE,BSE_AUTO_0002,SENSEX25D1184200CE,CE,BUY,20,573.5,544.4,1093.0,Auto-lightgbm-LimitChase,Target Hit (+50),CLOSED,0.9896167668414744,0.309,False,BSE-1765254052568-114
2025-12-09 09:55:55,2025-12-09 11:09:42,NSE,NSE_AUTO_0003,NIFTY25DEC25750CE,CE,BUY,75,331.2,321.4,705.0,Auto-lightgbm-LimitChase,Signal Flip (BUY → SELL),CLOSED,0.9859692584650244,0.309,False,NSE-1765254355668-189
2025-12-09 09:55:57,2025-12-09 10:59:44,BSE,BSE_AUTO_0003,SENSEX25D1184200CE,CE,BUY,20,534.6,552.9,1118.0,Auto-lightgbm-LimitChase,Target Hit (+50),CLOSED,0.9958310394890882,0.309,False,BSE-1765254356979-172
2025-12-09 10:00:59,2025-12-09 11:12:20,BSE,BSE_AUTO_0004,SENSEX25D1184200CE,CE,BUY,20,539.5,537.65,1031.0,Auto-lightgbm-LimitChase,Target Hit (+50),CLOSED,0.9970846635433852,0.309,False,BSE-1765254659343-230
2025-12-09 10:06:39,2025-12-09 11:12:20,BSE,BSE_AUTO_0005,SENSEX25D1184300CE,CE,BUY,20,521.0,537.65,1093.0,Auto-lightgbm-LimitChase,Target Hit (+50),CLOSED,0.9947595164928492,0.309,False,BSE-1765254999831-295
2025-12-09 10:11:43,2025-12-09 11:15:51,BSE,BSE_AUTO_0006,SENSEX25D1184400CE,CE,BUY,20,489.25,576.0,1022.0,Auto-lightgbm-LimitChase,Target Hit (+50),CLOSED,0.95,0.309,False,BSE-1765255303222-353
2025-12-09 10:15:37,2025-12-09 11:43:14,NSE,NSE_AUTO_0004,NIFTY25DEC25800CE,CE,BUY,75,325.0,186.55,-97.5,Auto-lightgbm-LimitChase,Signal Flip (SELL → BUY),CLOSED,0.95,0.309,False,NSE-1765255537807-438
2025-12-09 10:16:47,2025-12-09 11:29:09,BSE,BSE_AUTO_0007,SENSEX25D1184400CE,CE,BUY,20,535.2,375.25,325.0,Auto-lightgbm-LimitChase,Signal Flip (SELL → BUY),CLOSED,0.9954523092851458,0.309,False,BSE-1765255607607-411
2025-12-09 10:19:04,2025-12-09 11:29:09,BSE,BSE_AUTO_0008,SENSEX25D1184500CE,CE,BUY,20,533.35,375.25,92.0,Auto-lightgbm-LimitChase,Signal Flip (SELL → BUY),CLOSED,0.95,0.309,False,BSE-1765255744684-437
2025-12-09 10:19:17,2025-12-09 11:43:14,NSE,NSE_AUTO_0005,NIFTY25DEC25850CE,CE,BUY,75,318.9,186.55,558.75,Auto-lightgbm-LimitChase,Signal Flip (SELL → BUY),CLOSED,0.95,0.309,False,NSE-1765255757013-484
2025-12-09 10:46:31,2025-12-09 11:09:35,NSE,NSE_AUTO_0001,NIFTY25DEC25800CE,CE,BUY,75,328.1,353.3,1890.0,Auto-lightgbm-LimitChase,Target Hit (+25),CLOSED,0.8986112191148349,0.309,False,NSE-1765257391723-58
2025-12-09 10:46:33,2025-12-09 10:59:43,BSE,BSE_AUTO_0001,SENSEX25D1184400CE,CE,BUY,20,496.1,552.9,1136.0,Auto-lightgbm-LimitChase,Target Hit (+50),CLOSED,0.9624350203046794,0.309,False,BSE-1765257393211-61
2025-12-09 10:51:34,2025-12-09 11:08:26,NSE,NSE_AUTO_0002,NIFTY25DEC25800CE,CE,BUY,75,324.2,350.9,2002.5,Auto-lightgbm-LimitChase,Target Hit (+25),CLOSED,0.9432549303501304,0.309,False,NSE-1765257694945-116
2025-12-09 10:51:35,2025-12-09 10:59:38,BSE,BSE_AUTO_0002,SENSEX25D1184400CE,CE,BUY,20,489.75,544.4,1093.0,Auto-lightgbm-LimitChase,Target Hit (+50),CLOSED,0.972504124087834,0.309,False,BSE-1765257695838-122
2025-12-09 10:56:39,2025-12-09 10:59:44,BSE,BSE_AUTO_0003,SENSEX25D1184400CE,CE,BUY,20,497.0,552.9,1118.0,Auto-lightgbm-LimitChase,Target Hit (+50),CLOSED,0.9751363757021052,0.309,False,BSE-1765257999910-183
2025-12-09 10:59:43,2025-12-09 11:09:42,NSE,NSE_AUTO_0003,NIFTY25DEC25850CE,CE,BUY,75,312.0,321.4,705.0,Auto-lightgbm-LimitChase,Signal Flip (BUY → SELL),CLOSED,0.9596498856219028,0.309,False,NSE-1765258183921-209
2025-12-09 10:59:44,2025-12-09 11:12:20,BSE,BSE_AUTO_0004,SENSEX25D1184500CE,CE,BUY,20,486.1,537.65,1031.0,Auto-lightgbm-LimitChase,Target Hit (+50),CLOSED,0.9242087577748728,0.309,False,BSE-1765258184039-220
2025-12-09 11:04:48,2025-12-09 11:12:20,BSE,BSE_AUTO_0005,SENSEX25D1184500CE,CE,BUY,20,483.0,537.65,1093.0,Auto-lightgbm-LimitChase,Target Hit (+50),CLOSED,0.9049590964443256,0.309,False,BSE-1765258488788-281
2025-12-09 11:09:42,2025-12-09 11:43:14,NSE,NSE_AUTO_0004,NIFTY25DEC25850PE,PE,BUY,75,187.85,186.55,-97.5,Auto-lightgbm-LimitChase,Signal Flip (SELL → BUY),CLOSED,0.7721538358048665,0.309,False,NSE-1765258782276-322
2025-12-09 11:12:10,2025-12-09 11:15:51,BSE,BSE_AUTO_0006,SENSEX25D1184500CE,CE,BUY,20,524.9,576.0,1022.0,Auto-lightgbm-LimitChase,Target Hit (+50),CLOSED,0.95,0.309,False,BSE-1765258930333-369
2025-12-09 11:14:41,2025-12-09 11:43:14,NSE,NSE_AUTO_0005,NIFTY25DEC25850PE,PE,BUY,75,179.1,186.55,558.75,Auto-lightgbm-LimitChase,Signal Flip (SELL → BUY),CLOSED,0.877217445633217,0.309,False,NSE-1765259081368-378
2025-12-09 11:15:52,2025-12-09 11:29:09,BSE,BSE_AUTO_0007,SENSEX25D1185000PE,PE,BUY,20,359.0,375.25,325.0,Auto-lightgbm-LimitChase,Signal Flip (SELL → BUY),CLOSED,0.7533502205546994,0.309,False,BSE-1765259152581-413
2025-12-09 11:21:05,2025-12-09 11:29:09,BSE,BSE_AUTO_0008,SENSEX25D1185000PE,PE,BUY,20,370.65,375.25,92.0,Auto-lightgbm-LimitChase,Signal Flip (SELL → BUY),CLOSED,0.7707996828329775,0.309,False,BSE-1765259465726-475
2025-12-09 11:29:09,2025-12-09 11:43:59,BSE,BSE_AUTO_0009,SENSEX25D1184600CE,CE,BUY,20,480.45,420.1,-1207.0,Auto-lightgbm-LimitChase,Stop Loss (-50),CLOSED,0.95,0.309,False,BSE-1765259949809-570
2025-12-09 11:34:10,2025-12-09 11:43:48,BSE,BSE_AUTO_0010,SENSEX25D1184600CE,CE,BUY,20,485.0,434.65,-1007.0,Auto-lightgbm-LimitChase,Stop Loss (-50),CLOSED,0.7141688135209336,0.309,False,BSE-1765260250804-629
2025-12-09 11:42:06,2025-12-09 11:44:45,BSE,BSE_AUTO_0011,SENSEX25D1184600CE,CE,BUY,20,452.8,398.65,-1083.0,Auto-lightgbm-LimitChase,Stop Loss (-50),CLOSED,0.9617062583200656,0.309,False,BSE-1765260726911-722
2025-12-09 11:43:14,2025-12-09 15:20:02,NSE,NSE_AUTO_0006,NIFTY25DEC25850CE,CE,BUY,75,318.0,340.0,1650.0,Auto-lightgbm-LimitChase,End of Day Exit (15:20 IST),CLOSED,0.9511707237105326,0.309,False,NSE-1765260794622-696
2025-12-09 11:44:45,2025-12-09 11:56:35,BSE,BSE_AUTO_0012,SENSEX25D1184500CE,CE,BUY,20,456.1,485.5,588.0,Auto-lightgbm-LimitChase,Signal Flip (BUY → SELL),CLOSED,0.9379098197438838,0.309,False,BSE-1765260885870-753
2025-12-09 11:48:19,2025-12-09 11:59:26,NSE,NSE_AUTO_0007,NIFTY25DEC25800CE,CE,BUY,75,332.9,358.45,1916.25,Auto-lightgbm-LimitChase,Target Hit (+25),CLOSED,0.9580163415780558,0.309,False,NSE-1765261099078-752
2025-12-09 11:49:59,2025-12-09 11:56:34,BSE,BSE_AUTO_0013,SENSEX25D1184400CE,CE,BUY,20,502.75,558.0,1105.0,Auto-lightgbm-LimitChase,Target Hit (+50),CLOSED,0.7235383802490823,0.309,False,BSE-1765261199099-814
2025-12-09 11:56:35,2025-12-09 12:02:19,BSE,BSE_AUTO_0014,SENSEX25D1184900PE,PE,BUY,20,348.4,330.0,-368.0,Auto-lightgbm-LimitChase,Signal Flip (SELL → BUY),CLOSED,0.7976177395896848,0.309,False,BSE-1765261595217-891
2025-12-09 12:00:05,2025-12-09 15:20:02,NSE,NSE_AUTO_0008,NIFTY25DEC25850CE,CE,BUY,75,320.45000000000005,340.0,1466.25,Auto-lightgbm-LimitChase,End of Day Exit (15:20 IST),CLOSED,0.8423062055042597,0.309,False,NSE-1765261805008-882
2025-12-09 12:02:19,2025-12-09 12:06:28,BSE,BSE_AUTO_0015,SENSEX25D1184600CE,CE,BUY,20,445.25,498.4,1063.0,Auto-lightgbm-LimitChase,Target Hit (+50),CLOSED,0.7219699842296845,0.309,False,BSE-1765261939517-958
2025-12-09 12:06:29,2025-12-09 12:23:55,BSE,BSE_AUTO_0016,SENSEX25D1184600CE,CE,BUY,20,498.5,549.65,1023.0,Auto-lightgbm-LimitChase,Target Hit (+50),CLOSED,0.761052117507279,0.309,False,BSE-1765262189496-1006
2025-12-09 15:26:59,2025-12-09 15:27:04,NSE,NSE_P0001,NIFTY25D0925700CE,CE,BUY,300,139.8,140.0,60.0,Manual,End of Day Exit (15:20 IST),CLOSED,,,False,
2025-12-09 15:27:38,2025-12-09 15:27:39,NSE,NSE_P0002,NIFTY25D0925700CE,CE,BUY,300,139.35,139.35,0.0,Manual,End of Day Exit (15:20 IST),CLOSED,,,False,
